run_epoch,run_number,git_hash,mode,scenario,lod_distribution,chunks,elapsed_ms,chunks_per_sec,vertices_total,vertices_per_chunk,vertices_per_sec,query_qps,hw_threads,theoretical_chunks_per_sec,theoretical_vertices_per_sec
1776576930,35,c246c3d_dirty,quick,lod0_32,L0=32,32,136.0833,235.1501,217152,6786.0000,1595728.4986,1658848.3760,24,146882.1608,171292133.4246
1776576930,35,c246c3d_dirty,quick,lod0_64,L0=64,64,276.9064,231.1250,444156,6939.9375,1603993.2627,1658848.3760,24,146882.1608,171292133.4246
1776576930,35,c246c3d_dirty,quick,lod1_1024,L1=1024,1024,167.3178,6120.0900,984126,961.0605,5881777.0733,1658848.3760,24,146882.1608,171292133.4246
1776576930,35,c246c3d_dirty,quick,lod2_1024,L2=1024,1024,174.4701,5869.2005,1115310,1089.1699,6392556.6616,1658848.3760,24,146882.1608,171292133.4246
1776576930,35,c246c3d_dirty,quick,lod3_2048,L3=2048,2048,343.4150,5963.6300,2451012,1196.7832,7137172.2260,1658848.3760,24,146882.1608,171292133.4246
1776576930,35,c246c3d_dirty,quick,rd128_mix_quick,L0=96|L1=604|L2=604|L3=604,1908,721.2178,2645.5254,2553528,1338.3270,3540578.1721,1658848.3760,24,146882.1608,171292133.4246
